lat,lon,value,geometry
-37.74943290149474,144.85910534063052,60,POINT (144.85910534063052 -37.74943290149474)
-37.95704476845766,145.23393652593063,29,POINT (145.23393652593063 -37.95704476845766)
-37.91741712262243,145.2556457861489,99,POINT (145.2556457861489 -37.91741712262243)
-37.902244470362895,144.88678647081565,17,POINT (144.88678647081565 -37.902244470362895)
-37.83650107174709,145.07307236199802,40,POINT (145.07307236199802 -37.83650107174709)
-37.822778701890094,144.95986531087206,14,POINT (144.95986531087206 -37.822778701890094)
-37.93118121162957,144.94282066279644,59,POINT (144.94282066279644 -37.93118121162957)
-38.00740388084838,145.0664435738867,42,POINT (145.0664435738867 -38.00740388084838)
-37.99667145135348,144.992184550124,28,POINT (144.992184550124 -37.99667145135348)
-37.93057303247509,145.0097975830106,33,POINT (145.0097975830106 -37.93057303247509)
-38.05831763787742,144.99397426729607,97,POINT (144.99397426729607 -38.05831763787742)
-38.01247556956687,144.94774589929904,9,POINT (144.94774589929904 -38.01247556956687)
-37.99749344000374,145.05275519809658,43,POINT (145.05275519809658 -37.99749344000374)
-37.99351277084086,144.99371623483256,51,POINT (144.99371623483256 -37.99351277084086)
-37.733308344975356,144.86395382724837,2,POINT (144.86395382724837 -37.733308344975356)
-38.03393501621347,144.83509095120917,55,POINT (144.83509095120917 -38.03393501621347)
-38.01468358481269,145.33869496357903,45,POINT (145.33869496357903 -38.01468358481269)
-37.77884798498061,145.09269116959985,39,POINT (145.09269116959985 -37.77884798498061)
-38.01883403982507,145.09799211182508,21,POINT (145.09799211182508 -38.01883403982507)
-38.042776971745276,144.7551330773356,55,POINT (144.7551330773356 -38.042776971745276)
-37.88360074478819,144.95734694794945,65,POINT (144.95734694794945 -37.88360074478819)
-37.951556094485,144.48780207021622,90,POINT (144.48780207021622 -37.951556094485)
-38.08217926896,144.93788623275378,77,POINT (144.93788623275378 -38.08217926896)
-38.01198395755561,144.92847411426362,83,POINT (144.92847411426362 -38.01198395755561)
-37.96088258283181,145.19609436627215,66,POINT (145.19609436627215 -37.96088258283181)
-37.7874440640658,144.93841663589532,1,POINT (144.93841663589532 -37.7874440640658)
-38.02323215322991,144.86861170474336,90,POINT (144.86861170474336 -38.02323215322991)
-37.955089885141675,144.9533474131274,96,POINT (144.9533474131274 -37.955089885141675)
-38.048974872082745,144.74707203140838,10,POINT (144.74707203140838 -38.048974872082745)
-38.0808298965317,144.7986049531674,48,POINT (144.7986049531674 -38.0808298965317)
-37.91176802318063,144.99883117476176,81,POINT (144.99883117476176 -37.91176802318063)
-37.87008726898559,145.03934866920517,56,POINT (145.03934866920517 -37.87008726898559)
-37.966861608776,145.1145776569133,96,POINT (145.1145776569133 -37.966861608776)
-37.87054411365067,144.9574110271177,13,POINT (144.9574110271177 -37.87054411365067)
-37.83422018077811,145.12901940449265,96,POINT (145.12901940449265 -37.83422018077811)
-37.957680145557376,145.17928881642862,59,POINT (145.17928881642862 -37.957680145557376)
-37.795020119508344,144.80746017078434,17,POINT (144.80746017078434 -37.795020119508344)
-37.87473555181564,145.09914595731567,40,POINT (145.09914595731567 -37.87473555181564)
-37.93812407434093,145.10682267131457,0,POINT (145.10682267131457 -37.93812407434093)
-37.91731395809897,145.1284737100643,59,POINT (145.1284737100643 -37.91731395809897)
-38.15120504028492,145.0402105618022,22,POINT (145.0402105618022 -38.15120504028492)
-38.1060535086668,145.1534662788726,74,POINT (145.1534662788726 -38.1060535086668)
-37.95988424852033,144.9214476747944,13,POINT (144.9214476747944 -37.95988424852033)
-38.01171655215797,145.37948536993176,9,POINT (145.37948536993176 -38.01171655215797)
-37.902540524537166,144.9067928842684,48,POINT (144.9067928842684 -37.902540524537166)
-37.88539517665345,144.7282850415687,34,POINT (144.7282850415687 -37.88539517665345)
-37.97784446819159,145.169833291464,59,POINT (145.169833291464 -37.97784446819159)
-37.86037314642678,145.0026295104211,71,POINT (145.0026295104211 -37.86037314642678)
-38.0730610695708,144.97025050822123,40,POINT (144.97025050822123 -38.0730610695708)
-37.88924959477869,144.7527910684448,15,POINT (144.7527910684448 -37.88924959477869)
-37.98656915993289,145.2223183643898,1,POINT (145.2223183643898 -37.98656915993289)
-37.86217163301162,144.87020161548452,65,POINT (144.87020161548452 -37.86217163301162)
-37.82022536428394,144.87390551522032,84,POINT (144.87390551522032 -37.82022536428394)
-37.879834230178986,145.0240088782257,84,POINT (145.0240088782257 -37.879834230178986)
-37.92680822683911,145.16457048585656,74,POINT (145.16457048585656 -37.92680822683911)
-37.919437897474914,144.72592852257472,24,POINT (144.72592852257472 -37.919437897474914)
-37.9410314310663,144.97748923554246,62,POINT (144.97748923554246 -37.9410314310663)
-37.887780839911066,144.6736002764639,83,POINT (144.6736002764639 -37.887780839911066)
-37.8649665279986,144.79141757757498,29,POINT (144.79141757757498 -37.8649665279986)
-37.89437725354406,144.9234296039514,21,POINT (144.9234296039514 -37.89437725354406)
-37.88159459939641,145.13620111511037,81,POINT (145.13620111511037 -37.88159459939641)
-37.92090353774713,144.79226884891543,7,POINT (144.79226884891543 -37.92090353774713)
-37.858062055272924,145.28881856927885,89,POINT (145.28881856927885 -37.858062055272924)
-37.86907812964244,145.31853151358925,26,POINT (145.31853151358925 -37.86907812964244)
-37.99726868415044,144.9599189515246,93,POINT (144.9599189515246 -37.99726868415044)
-37.89901455459319,144.81541505642323,9,POINT (144.81541505642323 -37.89901455459319)
-37.98073963139721,145.32746200663072,61,POINT (145.32746200663072 -37.98073963139721)
-37.991843901782126,145.34511316477665,29,POINT (145.34511316477665 -37.991843901782126)
-37.84753155847558,144.99098393119732,96,POINT (144.99098393119732 -37.84753155847558)
-37.88902592690889,145.05021507393778,57,POINT (145.05021507393778 -37.88902592690889)
-37.96944654560213,145.24681638722072,66,POINT (145.24681638722072 -37.96944654560213)
-37.52980086431746,144.75473027046274,36,POINT (144.75473027046274 -37.52980086431746)
-37.92406559056026,145.06186778269588,77,POINT (145.06186778269588 -37.92406559056026)
-37.99343388046295,145.30201609552472,34,POINT (145.30201609552472 -37.99343388046295)
-37.904186277317,144.99362853995862,31,POINT (144.99362853995862 -37.904186277317)
-37.87656680710102,145.03573928791283,85,POINT (145.03573928791283 -37.87656680710102)
-37.96485514705848,144.97850711272167,50,POINT (144.97850711272167 -37.96485514705848)
-37.958962958623886,145.18147156131076,71,POINT (145.18147156131076 -37.958962958623886)
-37.949967194529044,144.94554095040843,37,POINT (144.94554095040843 -37.949967194529044)
-37.94221767401428,144.88313694274626,24,POINT (144.88313694274626 -37.94221767401428)
-37.87774228951007,144.93583929915064,33,POINT (144.93583929915064 -37.87774228951007)
-37.989652100993105,145.06119538632822,69,POINT (145.06119538632822 -37.989652100993105)
-37.980044948054015,144.75372975048276,19,POINT (144.75372975048276 -37.980044948054015)
-37.9452409480825,145.05627194149395,87,POINT (145.05627194149395 -37.9452409480825)
-37.859469359023116,145.03342027580757,62,POINT (145.03342027580757 -37.859469359023116)
-38.01834395218478,145.014180781528,1,POINT (145.014180781528 -38.01834395218478)
-37.819835670885986,145.05195006813082,76,POINT (145.05195006813082 -37.819835670885986)
-37.99939268988977,145.18723273327257,40,POINT (145.18723273327257 -37.99939268988977)
-37.9443078912146,144.81785679751758,63,POINT (144.81785679751758 -37.9443078912146)
-37.85479539399024,144.90912616271922,15,POINT (144.90912616271922 -37.85479539399024)
-37.96442465207566,145.25877794222967,5,POINT (145.25877794222967 -37.96442465207566)
-38.026805829194956,144.89385138336897,73,POINT (144.89385138336897 -38.026805829194956)
-37.86567748133034,144.97139365546184,83,POINT (144.97139365546184 -37.86567748133034)
-37.997938838687965,145.10243518160019,65,POINT (145.10243518160019 -37.997938838687965)
-37.83493009782257,145.024560051088,22,POINT (145.024560051088 -37.83493009782257)
-37.938641680479435,144.7007683762518,97,POINT (144.7007683762518 -37.938641680479435)
-38.12360329627071,145.02560435210395,56,POINT (145.02560435210395 -38.12360329627071)
-37.79564266380162,145.1326999218315,98,POINT (145.1326999218315 -37.79564266380162)
-37.91764817234143,144.83384021681948,29,POINT (144.83384021681948 -37.91764817234143)
-37.85244727325213,145.0198165461751,69,POINT (145.0198165461751 -37.85244727325213)
-37.98626222540069,144.96195755091688,30,POINT (144.96195755091688 -37.98626222540069)
-38.09666230530971,145.12374664914697,73,POINT (145.12374664914697 -38.09666230530971)
-37.650839221896234,145.0937686637737,24,POINT (145.0937686637737 -37.650839221896234)
-37.96639278646812,145.03736305031353,78,POINT (145.03736305031353 -37.96639278646812)
-37.94786331397958,145.01526071240713,98,POINT (145.01526071240713 -37.94786331397958)
-37.93821277470026,144.94114633773864,76,POINT (144.94114633773864 -37.93821277470026)
-37.82001930425236,145.08455965294903,57,POINT (145.08455965294903 -37.82001930425236)
-37.86816569897912,144.70317619928178,43,POINT (144.70317619928178 -37.86816569897912)
-37.98237203540845,144.73799422986457,38,POINT (144.73799422986457 -37.98237203540845)
-37.92425326512302,145.17511118626578,44,POINT (145.17511118626578 -37.92425326512302)
-37.96120019347698,144.80327200672866,27,POINT (144.80327200672866 -37.96120019347698)
-37.91290765277849,144.93772764802318,18,POINT (144.93772764802318 -37.91290765277849)
-37.875179821022634,144.57922473235243,56,POINT (144.57922473235243 -37.875179821022634)
-37.90282177620166,144.72003956414324,94,POINT (144.72003956414324 -37.90282177620166)
-37.93792615734155,145.1663076281286,72,POINT (145.1663076281286 -37.93792615734155)
-38.0092650478897,145.2593600910808,67,POINT (145.2593600910808 -38.0092650478897)
-37.97941218066065,145.05154163558487,63,POINT (145.05154163558487 -37.97941218066065)
-38.093289150056634,145.21996822033577,69,POINT (145.21996822033577 -38.093289150056634)
-37.820845768599234,145.0093035618555,47,POINT (145.0093035618555 -37.820845768599234)
-37.970243527931615,144.94024129294976,51,POINT (144.94024129294976 -37.970243527931615)
-37.89939889811157,145.06795493798168,58,POINT (145.06795493798168 -37.89939889811157)
-37.987513046938126,144.87958683844076,94,POINT (144.87958683844076 -37.987513046938126)
-37.89092684418767,145.0075795780514,34,POINT (145.0075795780514 -37.89092684418767)
-38.0176970008434,145.1248114672816,30,POINT (145.1248114672816 -38.0176970008434)
-37.88309965356338,145.014414799736,9,POINT (145.014414799736 -37.88309965356338)
-37.83218589674858,144.75347018201927,18,POINT (144.75347018201927 -37.83218589674858)
-37.88799123453299,144.7664923731712,50,POINT (144.7664923731712 -37.88799123453299)
-37.898937068468356,145.28496954915053,82,POINT (145.28496954915053 -37.898937068468356)
-37.89713100272232,144.99883424960134,67,POINT (144.99883424960134 -37.89713100272232)
-37.81126010672844,145.01611291100295,27,POINT (145.01611291100295 -37.81126010672844)
-37.9447432253524,145.0100903923967,15,POINT (145.0100903923967 -37.9447432253524)
-37.95330949495849,144.87676583175556,71,POINT (144.87676583175556 -37.95330949495849)
-37.923398222358195,144.8951449054055,38,POINT (144.8951449054055 -37.923398222358195)
-38.05001612736179,144.82543322000618,45,POINT (144.82543322000618 -38.05001612736179)
-38.07026791093628,145.0015986397231,46,POINT (145.0015986397231 -38.07026791093628)
-37.88617039583758,144.72177907349024,77,POINT (144.72177907349024 -37.88617039583758)
-37.94839943564333,145.0238381178861,91,POINT (145.0238381178861 -37.94839943564333)
-37.96795671670748,144.71866608529973,21,POINT (144.71866608529973 -37.96795671670748)
-37.990366877580044,144.7793210998919,56,POINT (144.7793210998919 -37.990366877580044)
-37.74082922630529,144.63781497969234,22,POINT (144.63781497969234 -37.74082922630529)
-37.784417094773886,144.62882297006425,72,POINT (144.62882297006425 -37.784417094773886)
-37.95821216241904,145.3417761310064,26,POINT (145.3417761310064 -37.95821216241904)
-38.06186050223995,144.78297718643498,54,POINT (144.78297718643498 -38.06186050223995)
-37.89372946531511,144.90759172504187,93,POINT (144.90759172504187 -37.89372946531511)
-37.9665570531652,145.07682731219683,30,POINT (145.07682731219683 -37.9665570531652)
-37.91705480537738,144.945571319118,9,POINT (144.945571319118 -37.91705480537738)
-37.92601025183852,144.84313138590355,91,POINT (144.84313138590355 -37.92601025183852)
-37.815259953902945,144.91305312658906,68,POINT (144.91305312658906 -37.815259953902945)
-37.97004135926317,144.86136355982532,85,POINT (144.86136355982532 -37.97004135926317)
-37.958165231663216,145.3943855415022,61,POINT (145.3943855415022 -37.958165231663216)
-37.849692726244896,145.11502280459044,5,POINT (145.11502280459044 -37.849692726244896)
-37.87007743137023,145.01627954695837,63,POINT (145.01627954695837 -37.87007743137023)
-37.911921127050725,144.76618195447452,29,POINT (144.76618195447452 -37.911921127050725)
-37.99130978941014,144.65951923508473,62,POINT (144.65951923508473 -37.99130978941014)
-37.848904272761615,144.70901275877992,40,POINT (144.70901275877992 -37.848904272761615)
-37.90915849594633,145.04295337339607,14,POINT (145.04295337339607 -37.90915849594633)
-38.05998604603167,144.82815144617328,50,POINT (144.82815144617328 -38.05998604603167)
-37.91462656698126,144.741939365809,8,POINT (144.741939365809 -37.91462656698126)
-37.91496497820912,145.15040650553942,72,POINT (145.15040650553942 -37.91496497820912)
-37.92564978823196,145.16588764660088,74,POINT (145.16588764660088 -37.92564978823196)
-38.092274563768505,145.13744401615628,50,POINT (145.13744401615628 -38.092274563768505)
-37.905079041039215,144.61796849477338,64,POINT (144.61796849477338 -37.905079041039215)
-37.904495488744416,144.81068269530476,49,POINT (144.81068269530476 -37.904495488744416)
-37.81433590186033,144.80759119162676,27,POINT (144.80759119162676 -37.81433590186033)
-37.905716043923505,145.1474977417961,27,POINT (145.1474977417961 -37.905716043923505)
-37.868065947815715,144.87365653857285,67,POINT (144.87365653857285 -37.868065947815715)
-37.92251241973056,145.04606715725453,1,POINT (145.04606715725453 -37.92251241973056)
-37.78795184559987,144.8594892464743,90,POINT (144.8594892464743 -37.78795184559987)
-37.73595074565321,144.81260074657848,40,POINT (144.81260074657848 -37.73595074565321)
-37.950872540994055,144.98473883161077,39,POINT (144.98473883161077 -37.950872540994055)
-38.088027792276456,144.970668770896,23,POINT (144.970668770896 -38.088027792276456)
-37.80930482593919,145.22123623020104,62,POINT (145.22123623020104 -37.80930482593919)
-37.83162028535706,145.04395456961012,0,POINT (145.04395456961012 -37.83162028535706)
-37.76329714740804,144.7459152646654,48,POINT (144.7459152646654 -37.76329714740804)
-37.88862737203679,144.76453798156962,40,POINT (144.76453798156962 -37.88862737203679)
-37.93847804902699,144.70142391111824,39,POINT (144.70142391111824 -37.93847804902699)
-37.875997847137064,145.06790244204336,48,POINT (145.06790244204336 -37.875997847137064)
-37.906047767362246,144.78748979659335,86,POINT (144.78748979659335 -37.906047767362246)
-37.71657639718188,145.18359535380173,99,POINT (145.18359535380173 -37.71657639718188)
-37.98235858974561,145.02792297276838,39,POINT (145.02792297276838 -37.98235858974561)
-37.97503471255383,145.0008685053361,32,POINT (145.0008685053361 -37.97503471255383)
-37.85072331618357,144.92703170884877,24,POINT (144.92703170884877 -37.85072331618357)
-37.873591802945725,144.76935405368306,14,POINT (144.76935405368306 -37.873591802945725)
-37.9999395343196,145.16150282142812,35,POINT (145.16150282142812 -37.9999395343196)
-37.73833393450308,144.8077065299549,98,POINT (144.8077065299549 -37.73833393450308)
-38.0279341118874,144.98969178478552,31,POINT (144.98969178478552 -38.0279341118874)
-37.87660655750118,145.03403596324233,70,POINT (145.03403596324233 -37.87660655750118)
-37.9839008943166,145.21060740149568,17,POINT (145.21060740149568 -37.9839008943166)
-37.87682492621907,144.9926214232752,44,POINT (144.9926214232752 -37.87682492621907)
-37.971819731864755,144.7992459781341,14,POINT (144.7992459781341 -37.971819731864755)
-37.881162061897,144.87863393760077,59,POINT (144.87863393760077 -37.881162061897)
-37.9419331812013,145.1657862710681,32,POINT (145.1657862710681 -37.9419331812013)
-37.75360123126441,144.90479852208966,24,POINT (144.90479852208966 -37.75360123126441)
-37.839742815600424,145.0583026533835,47,POINT (145.0583026533835 -37.839742815600424)
-37.96792868650665,144.66425917911567,6,POINT (144.66425917911567 -37.96792868650665)
-38.09211992513309,144.95452845260877,39,POINT (144.95452845260877 -38.09211992513309)
-37.914885134684404,144.98434000364196,62,POINT (144.98434000364196 -37.914885134684404)
-37.9262920736563,144.93847274688522,64,POINT (144.93847274688522 -37.9262920736563)
-37.91474079246598,144.83174662191107,35,POINT (144.83174662191107 -37.91474079246598)
-37.89505411521796,145.25374558048082,8,POINT (145.25374558048082 -37.89505411521796)
-37.96075238776323,145.2041059393232,41,POINT (145.2041059393232 -37.96075238776323)
-37.87837246678162,145.1993139550317,65,POINT (145.1993139550317 -37.87837246678162)
-37.82232733093002,145.0843705436237,8,POINT (145.0843705436237 -37.82232733093002)
-37.98358904191329,145.14960075795304,58,POINT (145.14960075795304 -37.98358904191329)
-37.78946400474756,144.99887295261047,74,POINT (144.99887295261047 -37.78946400474756)
-37.84914916226714,144.8596207207671,99,POINT (144.8596207207671 -37.84914916226714)
-37.84310395256876,144.9277573456378,54,POINT (144.9277573456378 -37.84310395256876)
-38.002087387765776,144.8341045499936,4,POINT (144.8341045499936 -38.002087387765776)
-38.03715984334103,145.00054689173652,15,POINT (145.00054689173652 -38.03715984334103)
-38.003709089819274,144.72151487153494,87,POINT (144.72151487153494 -38.003709089819274)
-37.907085624445486,145.34973314596812,99,POINT (145.34973314596812 -37.907085624445486)
-38.06409489567418,144.76781880592728,23,POINT (144.76781880592728 -38.06409489567418)
-37.829612365066865,145.00936722596995,18,POINT (145.00936722596995 -37.829612365066865)
-38.00472492813591,145.04724413500105,62,POINT (145.04724413500105 -38.00472492813591)
-37.757830584235194,145.31410293782344,1,POINT (145.31410293782344 -37.757830584235194)
-37.985956525035725,144.9372197155671,96,POINT (144.9372197155671 -37.985956525035725)
-37.91621280122254,144.9563948791106,95,POINT (144.9563948791106 -37.91621280122254)
-37.89125316100496,145.24196223655107,31,POINT (145.24196223655107 -37.89125316100496)
-37.76224049086195,145.16156188474196,64,POINT (145.16156188474196 -37.76224049086195)
-37.96760061998653,144.9281429589407,87,POINT (144.9281429589407 -37.96760061998653)
-37.8393476738018,145.0072094123301,57,POINT (145.0072094123301 -37.8393476738018)
-37.87756923188666,145.00673284333243,16,POINT (145.00673284333243 -37.87756923188666)
-37.90143904156988,145.0566734506005,93,POINT (145.0566734506005 -37.90143904156988)
-37.89285653532905,144.98633711056397,60,POINT (144.98633711056397 -37.89285653532905)
-37.84515793463798,144.8390117352128,43,POINT (144.8390117352128 -37.84515793463798)
-37.84239597383696,144.9366140674741,76,POINT (144.9366140674741 -37.84239597383696)
-37.85549178701008,145.0467310106591,61,POINT (145.0467310106591 -37.85549178701008)
-37.86839132813052,144.91797197364693,93,POINT (144.91797197364693 -37.86839132813052)
-37.98653509963727,145.10880313585307,82,POINT (145.10880313585307 -37.98653509963727)
-37.917526420191685,145.0071665896228,39,POINT (145.0071665896228 -37.917526420191685)
-38.02013730193309,145.02725138288747,53,POINT (145.02725138288747 -38.02013730193309)
-37.88704005592601,145.12227555837393,97,POINT (145.12227555837393 -37.88704005592601)
-37.97972689278714,144.95175047206146,19,POINT (144.95175047206146 -37.97972689278714)
-37.86463671658439,144.8017096686505,32,POINT (144.8017096686505 -37.86463671658439)
-37.95494644343142,145.07776785926276,62,POINT (145.07776785926276 -37.95494644343142)
-37.944345458735924,145.21437109130275,23,POINT (145.21437109130275 -37.944345458735924)
-37.88849511324056,144.72580230147383,91,POINT (144.72580230147383 -37.88849511324056)
-37.7478359460521,144.8636410299277,43,POINT (144.8636410299277 -37.7478359460521)
-37.77330709171658,145.16347383582166,74,POINT (145.16347383582166 -37.77330709171658)
-37.925274451155076,144.7594599881956,44,POINT (144.7594599881956 -37.925274451155076)
-37.83367966832175,145.03758666625578,14,POINT (145.03758666625578 -37.83367966832175)
-37.95553770699198,145.0368235603465,55,POINT (145.0368235603465 -37.95553770699198)
-37.980021902438395,144.96231233498506,45,POINT (144.96231233498506 -37.980021902438395)
-37.76263922106054,145.12908431989953,31,POINT (145.12908431989953 -37.76263922106054)
-37.90265167354167,144.9008189886602,82,POINT (144.9008189886602 -37.90265167354167)
-37.94411663060728,145.073845757586,7,POINT (145.073845757586 -37.94411663060728)
-37.911033586951376,145.1224943059843,44,POINT (145.1224943059843 -37.911033586951376)
-37.81313843243663,145.07176699063726,40,POINT (145.07176699063726 -37.81313843243663)
-38.03175012661027,144.77294640094908,48,POINT (144.77294640094908 -38.03175012661027)
-37.990707034969205,144.96474887908172,72,POINT (144.96474887908172 -37.990707034969205)
-37.81870611240268,144.97432664674594,41,POINT (144.97432664674594 -37.81870611240268)
-37.81949317058454,145.11878332356167,32,POINT (145.11878332356167 -37.81949317058454)
-37.94633229249707,145.13707358169765,84,POINT (145.13707358169765 -37.94633229249707)
-38.01069284230338,144.99390352268017,81,POINT (144.99390352268017 -38.01069284230338)
-37.8116743658813,145.1718685220973,69,POINT (145.1718685220973 -37.8116743658813)
-37.921521961995154,144.96039271600355,2,POINT (144.96039271600355 -37.921521961995154)
-37.900330378578985,145.14814040612407,44,POINT (145.14814040612407 -37.900330378578985)
-37.853817293405875,144.8670989214306,13,POINT (144.8670989214306 -37.853817293405875)
-38.05247992800311,145.03534568973689,65,POINT (145.03534568973689 -38.05247992800311)
-37.99971410966375,144.89043447158988,51,POINT (144.89043447158988 -37.99971410966375)
-37.95810197899786,144.9371029757451,55,POINT (144.9371029757451 -37.95810197899786)
-37.73498035465989,145.1465190339872,26,POINT (145.1465190339872 -37.73498035465989)
-37.90896708708004,145.18197333620913,48,POINT (145.18197333620913 -37.90896708708004)
-38.02158102428134,145.26265484599128,14,POINT (145.26265484599128 -38.02158102428134)
-37.898306446037175,144.9106274404604,48,POINT (144.9106274404604 -37.898306446037175)
-37.885790160643985,145.16118424922794,36,POINT (145.16118424922794 -37.885790160643985)
-37.95274363837865,144.83263905539084,71,POINT (144.83263905539084 -37.95274363837865)
-38.03516207807913,145.0833731344678,85,POINT (145.0833731344678 -38.03516207807913)
-37.97654038952995,144.96020603210604,11,POINT (144.96020603210604 -37.97654038952995)
-37.90019306776613,144.75862171181777,82,POINT (144.75862171181777 -37.90019306776613)
-37.93893435178239,145.180287871262,94,POINT (145.180287871262 -37.93893435178239)
-38.044230427403264,145.49953978536746,61,POINT (145.49953978536746 -38.044230427403264)
-37.95395323877628,144.93546066674153,10,POINT (144.93546066674153 -37.95395323877628)
-37.85900016841869,145.03313840756502,35,POINT (145.03313840756502 -37.85900016841869)
-37.87987474199551,144.99565131598652,7,POINT (144.99565131598652 -37.87987474199551)
-37.78606638149709,144.915629641094,91,POINT (144.915629641094 -37.78606638149709)
-37.959336372452626,144.82555256881432,25,POINT (144.82555256881432 -37.959336372452626)
-37.90911554423556,145.13511591078748,13,POINT (145.13511591078748 -37.90911554423556)
-37.92322089100213,144.9472316528324,50,POINT (144.9472316528324 -37.92322089100213)
-38.04408202990225,144.90248200375635,92,POINT (144.90248200375635 -38.04408202990225)
-37.78904871161812,144.76205114039857,77,POINT (144.76205114039857 -37.78904871161812)
-37.89731483767845,145.30170710077553,87,POINT (145.30170710077553 -37.89731483767845)
-37.95478603414685,145.27821078360066,97,POINT (145.27821078360066 -37.95478603414685)
-37.93249814736748,145.21090666179492,90,POINT (145.21090666179492 -37.93249814736748)
-37.89377791207108,144.90767270086417,99,POINT (144.90767270086417 -37.89377791207108)
-37.865901142358865,144.91435951680214,34,POINT (144.91435951680214 -37.865901142358865)
-37.956947676724525,145.10439343979812,66,POINT (145.10439343979812 -37.956947676724525)
-37.67721121551901,145.00218489473122,14,POINT (145.00218489473122 -37.67721121551901)
-37.81106663150672,144.8823561103347,58,POINT (144.8823561103347 -37.81106663150672)
-38.03295390172336,145.38584978328424,19,POINT (145.38584978328424 -38.03295390172336)
-37.80675569238223,144.93981599256244,93,POINT (144.93981599256244 -37.80675569238223)
-37.86783769728381,144.9780877507007,29,POINT (144.9780877507007 -37.86783769728381)
-37.772946211416794,144.9965352899948,8,POINT (144.9965352899948 -37.772946211416794)
-37.67937924485268,144.77669731731345,38,POINT (144.77669731731345 -37.67937924485268)
-37.97104833404724,144.97429569485607,83,POINT (144.97429569485607 -37.97104833404724)
-37.94625027070152,144.86295841184057,25,POINT (144.86295841184057 -37.94625027070152)
-38.13922035762443,145.0794008907012,85,POINT (145.0794008907012 -38.13922035762443)
-38.04345583610694,144.97145405819845,19,POINT (144.97145405819845 -38.04345583610694)
-37.91860551154662,145.15620814723908,70,POINT (145.15620814723908 -37.91860551154662)
-37.88267229293531,145.1713848579441,35,POINT (145.1713848579441 -37.88267229293531)
-37.90509221187215,145.1955830227851,97,POINT (145.1955830227851 -37.90509221187215)
-38.138516741813056,144.9528878633873,65,POINT (144.9528878633873 -38.138516741813056)
-37.97428447354271,144.79150367753388,65,POINT (144.79150367753388 -37.97428447354271)
-37.960674634151474,144.98747316447168,23,POINT (144.98747316447168 -37.960674634151474)
-38.05049637900475,145.06351855292678,27,POINT (145.06351855292678 -38.05049637900475)
-38.095133620689055,144.89121353655622,8,POINT (144.89121353655622 -38.095133620689055)
-37.809699410707424,144.64461931323302,89,POINT (144.64461931323302 -37.809699410707424)
-37.98211757787344,144.92261238645344,78,POINT (144.92261238645344 -37.98211757787344)
-37.858499184624606,144.87267616322535,94,POINT (144.87267616322535 -37.858499184624606)
-37.744732741538215,145.0705046416205,89,POINT (145.0705046416205 -37.744732741538215)
-37.99417596364097,145.02445932919773,44,POINT (145.02445932919773 -37.99417596364097)
-37.88585185798827,144.8394595477138,11,POINT (144.8394595477138 -37.88585185798827)
-37.90788029893001,144.9046088946204,50,POINT (144.9046088946204 -37.90788029893001)
-37.970110581165486,145.02884321887996,98,POINT (145.02884321887996 -37.970110581165486)
-37.95022113304375,144.9038864999604,37,POINT (144.9038864999604 -37.95022113304375)
-37.83956771073297,144.91276394361074,72,POINT (144.91276394361074 -37.83956771073297)
-38.03332285055976,144.98862544022455,10,POINT (144.98862544022455 -38.03332285055976)
-38.09342191213095,145.2176869174024,70,POINT (145.2176869174024 -38.09342191213095)
-37.95876691878978,144.97390719407437,53,POINT (144.97390719407437 -37.95876691878978)
-37.85198462771663,144.85219006217568,6,POINT (144.85219006217568 -37.85198462771663)
-37.836692834508874,145.04004796683694,27,POINT (145.04004796683694 -37.836692834508874)
-37.89448212923648,145.14369936166602,36,POINT (145.14369936166602 -37.89448212923648)
-37.98767606164112,144.8911328731493,55,POINT (144.8911328731493 -37.98767606164112)
-37.64389358870309,144.66596384411326,49,POINT (144.66596384411326 -37.64389358870309)
-37.89782888238633,145.0496048091621,66,POINT (145.0496048091621 -37.89782888238633)
-38.01366237643068,145.2479979420891,28,POINT (145.2479979420891 -38.01366237643068)
-38.006989678737256,145.26745316152073,55,POINT (145.26745316152073 -38.006989678737256)
-37.90147698746084,144.85807626376837,86,POINT (144.85807626376837 -37.90147698746084)
-37.80277809272938,145.24406171242094,80,POINT (145.24406171242094 -37.80277809272938)
-37.90212991407406,144.96041072021518,29,POINT (144.96041072021518 -37.90212991407406)
-38.00972233763219,144.95335390071008,10,POINT (144.95335390071008 -38.00972233763219)
-37.882791677397854,144.7311973823714,89,POINT (144.7311973823714 -37.882791677397854)
-37.98202109553468,145.261733423313,47,POINT (145.261733423313 -37.98202109553468)
-38.00018255035948,144.92491533527834,76,POINT (144.92491533527834 -38.00018255035948)
-37.9160835413119,145.331101016869,66,POINT (145.331101016869 -37.9160835413119)
-37.99869142202946,144.9460127101845,70,POINT (144.9460127101845 -37.99869142202946)
-37.886320129684215,144.9304568168941,56,POINT (144.9304568168941 -37.886320129684215)
-38.04273451896598,145.0700693668465,28,POINT (145.0700693668465 -38.04273451896598)
-37.99999498670576,145.04733333983503,23,POINT (145.04733333983503 -37.99999498670576)
-37.95672414103305,145.1198489505081,1,POINT (145.1198489505081 -37.95672414103305)
-37.88970175785498,145.04830526085567,26,POINT (145.04830526085567 -37.88970175785498)
-37.9265067977829,144.89694773989754,67,POINT (144.89694773989754 -37.9265067977829)
